MODIND,ManagedElementType,SubNetwork,ManagedElement,NE_Name,ldn,moId,userLabel,mbsSwitch,masterOperatorId,cityLabel,cellLocalId,nrCarrierGroupId,duMeMoId,nrPhysicalCellDUId,operatorPriority,plmnIdList,pciReuseLayers,pciReuseDistance,pciSectionID,sonModifyPciSwitch,longitude,latitude,azimuth,altitude,testState,reserved61,reserved62,reserved63,reserved64,reserved65,reserved66,reserved67,reserved68,reserved69,reserved70,reserved71,reserved72,reserved73,reserved74,reserved75,reserved76,reserved77,reserved78,reserved79,reserved80,reserved98,reserved99,reserved100
,ITBBU,321362,13582493,SQ5GZTB宿城_宿迁三树支局BBU1,GNBCUCPFunction=460-01_13582493，NRCellCU=2,2,SQ5GZTB宿城_宿迁高铁站南_AA_2,关闭[0],46011-13582493-2,SQ,2,2,13582493,2,0,460-01,4,3000,0,打开[1],118.27577,33.87296,60,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582367,SQ5GZTB宿城_宿迁标准厂房接入网BBU6,GNBCUCPFunction=460-11_13582367，NRCellCU=1,1,SQ5GZTB宿城_宿迁金桂小区_AA_1,关闭[0],46011-13582367-1,SQ,1,6,13582367,1,0,460-11,4,3000,0,打开[1],118.22539,33.91133,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582467,SQ5GZTB宿城_宿迁通城山庄接入网BBU2,GNBCUCPFunction=460-01_13582467，NRCellCU=4,4,SQ5GZTB宿城_宿迁华辉新城7栋_AA_4,关闭[0],46011-13582467-4,SQ,4,6,13582467,4,0,460-01,4,3000,0,打开[1],118.2671,33.92756,30,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582494,SQ5GZTB宿城_宿迁义乌商贸城接入网BBU1,GNBCUCPFunction=460-11_13582494，NRCellCU=3,3,SQ5GZTB宿城_宿迁义乌商贸城_AA_3,关闭[0],46011-13582494-3,SQ,3,3,13582494,3,0,460-11,4,3000,0,打开[1],118.275,33.9344,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582344,SQ5GZTB宿城_宿迁标准厂房接入网BBU3,GNBCUCPFunction=460-01_13582344，NRCellCU=3,3,SQ5GZTB宿城_宿迁大洋木业_AA_3,关闭[0],46011-13582344-3,SQ,3,3,13582344,3,0,460-01,4,3000,0,打开[1],118.24279,33.91828,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13583092,SQ5GZTB宿城_宿迁学院电信营业厅BBU10,GNBCUCPFunction=460-01_13583092，NRCellCU=1025,1025,SQ5GZTB宿城_宿迁学院20栋宿舍楼3F清扫间2（室分）_AA_1025,关闭[0],46011-13583092-1025,SQ,1025,2,13583092,2,0,460-01,4,3000,0,打开[1],118.2916,33.93601,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582472,SQ5GZTB宿城_宿迁项王三期机房BBU2,GNBCUCPFunction=460-01_13582472，NRCellCU=5,5,SQ5GZTB宿城_宿迁府前居委会_AA_5,关闭[0],46011-13582472-5,SQ,5,5,13582472,5,0,460-01,4,3000,0,打开[1],118.253,33.9549,180,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582360,SQ5GZTB宿城_宿迁项王三期机房BBU4,GNBCUCPFunction=460-11_13582360，NRCellCU=3,3,SQ5GZTB宿城_宿迁海天翡翠城北75栋_AA_3,关闭[0],46011-13582360-3,SQ,3,3,13582360,3,0,460-11,4,3000,0,打开[1],118.2569,33.95504,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582495,SQ5GZTB宿城_宿迁康庭名苑接入网BBU1,GNBCUCPFunction=460-11_13582495，NRCellCU=5,5,SQ5GZTB宿城_宿迁兴邦大厦_AA_5,关闭[0],46011-13582495-5,SQ,5,5,13582495,5,0,460-11,4,3000,0,打开[1],118.239,33.95687,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582485,SQ5GZTB宿城_宿迁金谷花园接入网BBU1,GNBCUCPFunction=460-11_13582485，NRCellCU=3,3,SQ5GZTB宿城_宿迁宿城区人民医院_AA_3,关闭[0],46011-13582485-3,SQ,3,3,13582485,3,0,460-11,4,3000,0,打开[1],118.29441,33.96947,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582367,SQ5GZTB宿城_宿迁标准厂房接入网BBU6,GNBCUCPFunction=460-01_13582367，NRCellCU=1,1,SQ5GZTB宿城_宿迁金桂小区_AA_1,关闭[0],46011-13582367-1,SQ,1,6,13582367,1,0,460-01,4,3000,0,打开[1],118.22539,33.91133,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582495,SQ5GZTB宿城_宿迁康庭名苑接入网BBU1,GNBCUCPFunction=460-11_13582495，NRCellCU=3,3,SQ5GZTB宿城_宿迁中港雅典城_AA_3,关闭[0],46011-13582495-3,SQ,3,3,13582495,3,0,460-11,4,3000,0,打开[1],118.25178,33.96656,260,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582367,SQ5GZTB宿城_宿迁标准厂房接入网BBU6,GNBCUCPFunction=460-11_13582367，NRCellCU=5,5,SQ5GZTB宿城_宿迁金桂园西南_AA_5,关闭[0],46011-13582367-5,SQ,5,2,13582367,5,0,460-11,4,3000,0,打开[1],118.21901,33.90885,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13583092,SQ5GZTB宿城_宿迁学院电信营业厅BBU10,GNBCUCPFunction=460-11_13583092，NRCellCU=1024,1024,SQ5GZTB宿城_宿迁学院20栋宿舍楼3F清扫间1（室分）_AA_1024,关闭[0],46011-13583092-1024,SQ,1024,1,13583092,1,0,460-11,4,3000,0,打开[1],118.2916,33.93601,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1026,1026,SQ5GZTB宿城_宿迁埠子_AA_1026,关闭[0],46011-13582845-1026,SQ,1026,3,13582845,3,0,460-01,4,3000,0,打开[1],118.23761,33.81314,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582472,SQ5GZTB宿城_宿迁项王三期机房BBU2,GNBCUCPFunction=460-01_13582472，NRCellCU=3,3,SQ5GZTB宿城_宿迁大众汽修_AA_3,关闭[0],46011-13582472-3,SQ,3,3,13582472,3,0,460-01,4,3000,0,打开[1],118.2526,33.94356,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582344,SQ5GZTB宿城_宿迁标准厂房接入网BBU3,GNBCUCPFunction=460-01_13582344，NRCellCU=2,2,SQ5GZTB宿城_宿迁大洋木业_AA_2,关闭[0],46011-13582344-2,SQ,2,2,13582344,2,0,460-01,4,3000,0,打开[1],118.24279,33.91828,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582522,SQ5GZTB宿城_宿迁通城山庄接入网BBU5,GNBCUCPFunction=460-01_13582522，NRCellCU=1,1,SQ5GZTB宿城_宿迁开发区公安分局_AA_1,关闭[0],46011-13582522-1,SQ,1,6,13582522,1,0,460-01,4,3000,0,打开[1],118.2629,33.92387,340,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582522,SQ5GZTB宿城_宿迁通城山庄接入网BBU5,GNBCUCPFunction=460-01_13582522，NRCellCU=6,6,SQ5GZTB宿城_宿迁领航纤维_AA_6,关闭[0],46011-13582522-6,SQ,6,3,13582522,6,0,460-01,4,3000,0,打开[1],118.2492,33.92577,230,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582505,SQ5GZTB宿城_宿迁电信新大楼BBU7,GNBCUCPFunction=460-01_13582505，NRCellCU=5,5,SQ5GZTB宿城_宿迁隆城颐和北_AA_5,关闭[0],46011-13582505-5,SQ,5,4,13582505,5,0,460-01,4,3000,0,打开[1],118.26075,33.97545,60,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321356,13584191,SQ5GZTB宿豫_宿迁顺河人家接入网BBU9,GNBCUCPFunction=460-11_13584191，NRCellCU=1,1,SQ5GZTB宿豫_宿迁京东呼叫中心二期负一楼东（室分）_AA_1,关闭[0],46011-13584191-1,SQ,1,1,13584191,1,0,460-11,4,3000,0,打开[1],118.3468,33.9529,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1027,1027,SQ5GZTB宿城_宿迁埠子阳光名邸_AA_1027,关闭[0],46011-13582845-1027,SQ,1027,6,13582845,4,0,460-01,4,3000,0,打开[1],118.24024,33.8175,10,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582515,SQ5GZTB宿城_宿迁城中花园接入网BBU2,GNBCUCPFunction=460-01_13582515，NRCellCU=6,6,SQ5GZTB宿城_宿迁润园小区北_AA_6,关闭[0],46011-13582515-6,SQ,6,6,13582515,6,0,460-01,4,3000,0,打开[1],118.27895,33.92164,230,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582522,SQ5GZTB宿城_宿迁通城山庄接入网BBU5,GNBCUCPFunction=460-01_13582522，NRCellCU=4,4,SQ5GZTB宿城_宿迁领航纤维_AA_4,关闭[0],46011-13582522-4,SQ,4,1,13582522,4,0,460-01,4,3000,0,打开[1],118.2492,33.92577,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582337,SQ5GZTB宿城_宿迁标准厂房接入网BBU2,GNBCUCPFunction=460-11_13582337，NRCellCU=6,6,SQ5GZTB宿城_宿迁恒大药品节点_AA_6,关闭[0],46011-13582337-6,SQ,6,3,13582337,6,0,460-11,4,3000,0,打开[1],118.23776,33.90669,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582496,SQ5GZTB宿城_宿迁洋河支局BBU1,GNBCUCPFunction=460-11_13582496，NRCellCU=6,6,SQ5GZTB宿城_宿迁洋河梦都花园东_AA_6,关闭[0],46011-13582496-6,SQ,6,4,13582496,6,0,460-11,4,3000,0,打开[1],118.3706,33.78843,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582522,SQ5GZTB宿城_宿迁通城山庄接入网BBU5,GNBCUCPFunction=460-11_13582522，NRCellCU=5,5,SQ5GZTB宿城_宿迁领航纤维_AA_5,关闭[0],46011-13582522-5,SQ,5,2,13582522,5,0,460-11,4,3000,0,打开[1],118.2492,33.92577,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582520,SQ5GZTB宿城_宿迁通城山庄接入网BBU3,GNBCUCPFunction=460-11_13582520，NRCellCU=6,6,SQ5GZTB宿城_宿迁金鼎名府东_AA_6,关闭[0],46011-13582520-6,SQ,6,1,13582520,6,0,460-11,4,3000,0,打开[1],118.2653,33.91911,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582429,SQ5GZTB宿城_宿迁电信新大楼BBU6,GNBCUCPFunction=460-01_13582429，NRCellCU=4,4,SQ5GZTB宿城_宿迁西楚农贸_AA_4,关闭[0],46011-13582429-4,SQ,4,6,13582429,4,0,460-01,4,3000,0,打开[1],118.28264,33.95365,320,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582439,SQ5GZTB宿城_宿迁电信新大楼BBU3,GNBCUCPFunction=460-01_13582439，NRCellCU=6,6,SQ5GZTB宿城_宿迁金鹰商场_AA_6,关闭[0],46011-13582439-6,SQ,6,6,13582439,6,0,460-01,4,3000,0,打开[1],118.2856,33.95644,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582429,SQ5GZTB宿城_宿迁电信新大楼BBU6,GNBCUCPFunction=460-11_13582429，NRCellCU=1,1,SQ5GZTB宿城_宿迁凯琳瑞东_AA_1,关闭[0],46011-13582429-1,SQ,1,1,13582429,1,0,460-11,4,3000,0,打开[1],118.2763,33.95161,30,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-11_13582845，NRCellCU=1026,1026,SQ5GZTB宿城_宿迁埠子_AA_1026,关闭[0],46011-13582845-1026,SQ,1026,3,13582845,3,0,460-11,4,3000,0,打开[1],118.23761,33.81314,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582495,SQ5GZTB宿城_宿迁康庭名苑接入网BBU1,GNBCUCPFunction=460-11_13582495，NRCellCU=4,4,SQ5GZTB宿城_宿迁兴邦大厦_AA_4,关闭[0],46011-13582495-4,SQ,4,6,13582495,4,0,460-11,4,3000,0,打开[1],118.239,33.95687,10,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582505,SQ5GZTB宿城_宿迁电信新大楼BBU7,GNBCUCPFunction=460-01_13582505，NRCellCU=1,1,SQ5GZTB宿城_宿迁党校汉源大酒店_AA_1,关闭[0],46011-13582505-1,SQ,1,1,13582505,1,0,460-01,4,3000,0,打开[1],118.2563,33.96512,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13583092,SQ5GZTB宿城_宿迁学院电信营业厅BBU10,GNBCUCPFunction=460-01_13583092，NRCellCU=1024,1024,SQ5GZTB宿城_宿迁学院20栋宿舍楼3F清扫间1（室分）_AA_1024,关闭[0],46011-13583092-1024,SQ,1024,1,13583092,1,0,460-01,4,3000,0,打开[1],118.2916,33.93601,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582367,SQ5GZTB宿城_宿迁标准厂房接入网BBU6,GNBCUCPFunction=460-01_13582367，NRCellCU=3,3,SQ5GZTB宿城_宿迁金桂小区_AA_3,关闭[0],46011-13582367-3,SQ,3,4,13582367,3,0,460-01,4,3000,0,打开[1],118.22539,33.91133,250,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582442,SQ5GZTB宿城_宿迁电信新大楼BBU11,GNBCUCPFunction=460-11_13582442，NRCellCU=2,2,SQ5GZTB宿城_宿迁环城北路北_AA_2,关闭[0],46011-13582442-2,SQ,2,2,13582442,2,0,460-11,4,3000,0,打开[1],118.2605,33.97082,100,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1024,1024,SQ5GZTB宿城_宿迁埠子_AA_1024,关闭[0],46011-13582845-1024,SQ,1024,1,13582845,1,0,460-01,4,3000,0,打开[1],118.23761,33.81314,10,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582505,SQ5GZTB宿城_宿迁电信新大楼BBU7,GNBCUCPFunction=460-01_13582505，NRCellCU=2,2,SQ5GZTB宿城_宿迁党校汉源大酒店_AA_2,关闭[0],46011-13582505-2,SQ,2,2,13582505,2,0,460-01,4,3000,0,打开[1],118.2563,33.96512,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1025,1025,SQ5GZTB宿城_宿迁埠子_AA_1025,关闭[0],46011-13582845-1025,SQ,1025,2,13582845,2,0,460-01,4,3000,0,打开[1],118.23761,33.81314,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582505,SQ5GZTB宿城_宿迁电信新大楼BBU7,GNBCUCPFunction=460-11_13582505，NRCellCU=6,6,SQ5GZTB宿城_宿迁隆城颐和北_AA_6,关闭[0],46011-13582505-6,SQ,6,5,13582505,6,0,460-11,4,3000,0,打开[1],118.26075,33.97545,210,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582439,SQ5GZTB宿城_宿迁电信新大楼BBU3,GNBCUCPFunction=460-11_13582439，NRCellCU=6,6,SQ5GZTB宿城_宿迁金鹰商场_AA_6,关闭[0],46011-13582439-6,SQ,6,6,13582439,6,0,460-11,4,3000,0,打开[1],118.2856,33.95644,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1028,1028,SQ5GZTB宿城_宿迁埠子阳光名邸_AA_1028,关闭[0],46011-13582845-1028,SQ,1028,5,13582845,5,0,460-01,4,3000,0,打开[1],118.24024,33.8175,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582505,SQ5GZTB宿城_宿迁电信新大楼BBU7,GNBCUCPFunction=460-11_13582505，NRCellCU=1,1,SQ5GZTB宿城_宿迁党校汉源大酒店_AA_1,关闭[0],46011-13582505-1,SQ,1,1,13582505,1,0,460-11,4,3000,0,打开[1],118.2563,33.96512,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582467,SQ5GZTB宿城_宿迁通城山庄接入网BBU2,GNBCUCPFunction=460-01_13582467，NRCellCU=3,3,SQ5GZTB宿城_宿迁消防支队_AA_3,关闭[0],46011-13582467-3,SQ,3,3,13582467,3,0,460-01,4,3000,0,打开[1],118.271,33.94521,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582439,SQ5GZTB宿城_宿迁电信新大楼BBU3,GNBCUCPFunction=460-01_13582439，NRCellCU=2,2,SQ5GZTB宿城_宿迁电信新大楼_AA_2,关闭[0],46011-13582439-2,SQ,2,2,13582439,2,0,460-01,4,3000,0,打开[1],118.2742,33.96141,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582522,SQ5GZTB宿城_宿迁通城山庄接入网BBU5,GNBCUCPFunction=460-01_13582522，NRCellCU=3,3,SQ5GZTB宿城_宿迁开发区公安分局_AA_3,关闭[0],46011-13582522-3,SQ,3,4,13582522,3,0,460-01,4,3000,0,打开[1],118.2629,33.92387,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582520,SQ5GZTB宿城_宿迁通城山庄接入网BBU3,GNBCUCPFunction=460-11_13582520，NRCellCU=4,4,SQ5GZTB宿城_宿迁金鼎名府东_AA_4,关闭[0],46011-13582520-4,SQ,4,3,13582520,4,0,460-11,4,3000,0,打开[1],118.2653,33.91911,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582496,SQ5GZTB宿城_宿迁洋河支局BBU1,GNBCUCPFunction=460-11_13582496，NRCellCU=3,3,SQ5GZTB宿城_宿迁洋河_AA_3,关闭[0],46011-13582496-3,SQ,3,3,13582496,3,0,460-11,4,3000,0,打开[1],118.377,33.77436,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582493,SQ5GZTB宿城_宿迁三树支局BBU1,GNBCUCPFunction=460-11_13582493，NRCellCU=1,1,SQ5GZTB宿城_宿迁高铁站南_AA_1,关闭[0],46011-13582493-1,SQ,1,1,13582493,1,0,460-11,4,3000,0,打开[1],118.27577,33.87296,310,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582410,SQ5GZTB宿城_宿迁电信新大楼BBU1QCell,GNBCUCPFunction=460-11_13582410，NRCellCU=1,1,SQ5GZTB宿城_宿迁电信新大楼1F营业厅（室分）_YA_1,关闭[0],46011-13582410-1,SQ,1,1,13582410,1,0,460-11,4,3000,0,打开[1],118.2744,33.9614,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582496,SQ5GZTB宿城_宿迁洋河支局BBU1,GNBCUCPFunction=460-01_13582496，NRCellCU=1,1,SQ5GZTB宿城_宿迁洋河_AA_1,关闭[0],46011-13582496-1,SQ,1,1,13582496,1,0,460-01,4,3000,0,打开[1],118.377,33.77436,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582520,SQ5GZTB宿城_宿迁通城山庄接入网BBU3,GNBCUCPFunction=460-01_13582520，NRCellCU=1,1,SQ5GZTB宿城_宿迁道口_AA_1,关闭[0],46011-13582520-1,SQ,1,6,13582520,1,0,460-01,4,3000,0,打开[1],118.2603,33.94457,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321352,13582845,SQ5GZTB宿城_宿迁埠子支局BBU1,GNBCUCPFunction=460-01_13582845，NRCellCU=1029,1029,SQ5GZTB宿城_宿迁埠子阳光名邸_AA_1029,关闭[0],46011-13582845-1029,SQ,1029,4,13582845,6,0,460-01,4,3000,0,打开[1],118.24024,33.8175,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582495,SQ5GZTB宿城_宿迁康庭名苑接入网BBU1,GNBCUCPFunction=460-01_13582495，NRCellCU=6,6,SQ5GZTB宿城_宿迁兴邦大厦_AA_6,关闭[0],46011-13582495-6,SQ,6,4,13582495,6,0,460-01,4,3000,0,打开[1],118.239,33.95687,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582515,SQ5GZTB宿城_宿迁城中花园接入网BBU2,GNBCUCPFunction=460-11_13582515，NRCellCU=2,2,SQ5GZTB宿城_宿迁润园小区西南_AA_2,关闭[0],46011-13582515-2,SQ,2,2,13582515,2,0,460-11,4,3000,0,打开[1],118.2776,33.92004,110,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582337,SQ5GZTB宿城_宿迁标准厂房接入网BBU2,GNBCUCPFunction=460-11_13582337，NRCellCU=4,4,SQ5GZTB宿城_宿迁恒大药品节点_AA_4,关闭[0],46011-13582337-4,SQ,4,1,13582337,4,0,460-11,4,3000,0,打开[1],118.23776,33.90669,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582467,SQ5GZTB宿城_宿迁通城山庄接入网BBU2,GNBCUCPFunction=460-11_13582467，NRCellCU=3,3,SQ5GZTB宿城_宿迁消防支队_AA_3,关闭[0],46011-13582467-3,SQ,3,3,13582467,3,0,460-11,4,3000,0,打开[1],118.271,33.94521,240,0,告警调测状态[5],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582337,SQ5GZTB宿城_宿迁标准厂房接入网BBU2,GNBCUCPFunction=460-01_13582337，NRCellCU=2,2,SQ5GZTB宿城_宿迁双庄朱圩_AA_2,关闭[0],46011-13582337-2,SQ,2,5,13582337,2,0,460-01,4,3000,0,打开[1],118.24769,33.8971,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582494,SQ5GZTB宿城_宿迁义乌商贸城接入网BBU1,GNBCUCPFunction=460-01_13582494，NRCellCU=1,1,SQ5GZTB宿城_宿迁义乌商贸城_AA_1,关闭[0],46011-13582494-1,SQ,1,1,13582494,1,0,460-01,4,3000,0,打开[1],118.275,33.9344,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582472,SQ5GZTB宿城_宿迁项王三期机房BBU2,GNBCUCPFunction=460-11_13582472，NRCellCU=2,2,SQ5GZTB宿城_宿迁大众汽修_AA_2,关闭[0],46011-13582472-2,SQ,2,2,13582472,2,0,460-11,4,3000,0,打开[1],118.2526,33.94356,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582337,SQ5GZTB宿城_宿迁标准厂房接入网BBU2,GNBCUCPFunction=460-01_13582337，NRCellCU=4,4,SQ5GZTB宿城_宿迁恒大药品节点_AA_4,关闭[0],46011-13582337-4,SQ,4,1,13582337,4,0,460-01,4,3000,0,打开[1],118.23776,33.90669,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582472,SQ5GZTB宿城_宿迁项王三期机房BBU2,GNBCUCPFunction=460-01_13582472，NRCellCU=2,2,SQ5GZTB宿城_宿迁大众汽修_AA_2,关闭[0],46011-13582472-2,SQ,2,2,13582472,2,0,460-01,4,3000,0,打开[1],118.2526,33.94356,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
