物理站址名,归属,CI,子网ID,5G基站号-网元号,eNodeBID,SectorID-Eutran小区ID,CELLName,CellID-小区号,PCI,TAC,band,UplinkCenterCarrierFrequency,DownlinkCenterCarrierFrequency,下行信道带宽,网元名,经度,纬度,跟序列,方位角,业务IP地址,场景,站型,覆盖类型
灌云县北蚬乡董玉兴庄,灌云县,540723_11,320714,14611465,540723,11,LYG_GY_ZX_北蚬乡董玉兴庄_FL9_A_1,11,447,20464,8,909.5,954.5,10M,LYG_GY_ZX_白蚬_BBU2_FL,119.318101,34.320301,504,0,,农村,宏站,室外
灌云县北蚬乡董玉兴庄,灌云县,540723_21,320714,14611465,540723,21,LYG_GY_ZX_北蚬乡董玉兴庄_FL9_B_1,21,448,20464,8,909.5,954.5,10M,LYG_GY_ZX_白蚬_BBU2_FL,119.318101,34.320301,507,95,,农村,宏站,室外
灌云县北蚬乡董玉兴庄,灌云县,540723_31,320714,14611465,540723,31,LYG_GY_ZX_北蚬乡董玉兴庄_FL9_C_1,31,449,20464,8,909.5,954.5,10M,LYG_GY_ZX_白蚬_BBU2_FL,119.318101,34.320301,510,275,,农村,宏站,室外
下车戴庄,灌云县,540731_11,320714,14611472,540731,11,LYG_GY_ZX_下车戴庄_FL9_A_1,11,429,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车_BBU6_FL,119.321693,34.366101,450,0,,农村,宏站,室外
下车戴庄,灌云县,540731_21,320714,14611472,540731,21,LYG_GY_ZX_下车戴庄_FL9_B_1,21,430,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车_BBU6_FL,119.321693,34.366101,453,120,,农村,宏站,室外
下车戴庄,灌云县,540731_31,320714,14611472,540731,31,LYG_GY_ZX_下车戴庄_FL9_C_1,31,431,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车_BBU6_FL,119.321693,34.366101,456,240,,农村,宏站,室外
灌云县下车镇东何庄南,灌云县,540725_11,320714,14611467,540725,11,LYG_GY_ZX_下车镇东何庄南_FL9_A_1,11,294,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车仲集_BBU1_FL,119.282697,34.398127,45,0,,农村,宏站,室外
灌云县下车镇东何庄南,灌云县,540725_21,320714,14611467,540725,21,LYG_GY_ZX_下车镇东何庄南_FL9_B_1,21,295,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车仲集_BBU1_FL,119.282697,34.398127,48,120,,农村,宏站,室外
灌云县下车镇东何庄南,灌云县,540725_31,320714,14611467,540725,31,LYG_GY_ZX_下车镇东何庄南_FL9_C_1,31,296,20464,8,909.5,954.5,10M,LYG_GY_ZX_下车仲集_BBU1_FL,119.282697,34.398127,51,230,,农村,宏站,室外
灌云小伊吴郑宏站型,灌云县,540729_11,320714,14611471,540729,11,LYG_GY_ZX_小伊吴郑_FL9_A_1,11,460,20464,8,909.5,954.5,10M,LYG_GY_ZX_小郑庄西_BBU5_FL,119.217001,34.416001,543,95,,农村,宏站,室外
灌云小伊吴郑宏站型,灌云县,540729_21,320714,14611471,540729,21,LYG_GY_ZX_小伊吴郑_FL9_B_1,21,461,20464,8,909.5,954.5,10M,LYG_GY_ZX_小郑庄西_BBU5_FL,119.217001,34.416001,546,220,,农村,宏站,室外
灌云小伊吴郑宏站型,灌云县,540729_31,320714,14611471,540729,31,LYG_GY_ZX_小伊吴郑_FL9_C_1,31,459,20464,8,909.5,954.5,10M,LYG_GY_ZX_小郑庄西_BBU5_FL,119.217001,34.416001,540,355,,农村,宏站,室外
沂北新圩,灌云县,540727_11,320714,14611469,540727,11,LYG_GY_ZX_沂北新圩_FL9_A_1,11,351,20464,8,909.5,954.5,10M,LYG_GY_ZX_沂北新庄_BBU1_FL,119.489799,34.278698,216,30,,农村,宏站,室外
沂北新圩,灌云县,540727_21,320714,14611469,540727,21,LYG_GY_ZX_沂北新圩_FL9_B_1,21,353,20464,8,909.5,954.5,10M,LYG_GY_ZX_沂北新庄_BBU1_FL,119.489799,34.278698,222,250,,农村,宏站,室外
沂北新圩,灌云县,540727_31,320714,14611469,540727,31,LYG_GY_ZX_沂北新圩_FL9_C_1,31,352,20464,8,909.5,954.5,10M,LYG_GY_ZX_沂北新庄_BBU1_FL,119.489799,34.278698,219,300,,农村,宏站,室外
新海浦南赵巷,海州区,540759_11,320715,14610688,540759,11,LYG_HZ_ZX_新海浦南赵巷_FL_A_1,11,462,20981,8,909.5,954.5,10M,LYG_HZ_ZX_浦南2_BBU3_FL,119.136261,34.614961,549,0,,农村,宏站,室外
新海浦南赵巷,海州区,540759_21,320715,14610688,540759,21,LYG_HZ_ZX_新海浦南赵巷_FL_B_1,21,463,20981,8,909.5,954.5,10M,LYG_HZ_ZX_浦南2_BBU3_FL,119.136261,34.614961,552,120,,农村,宏站,室外
新海浦南赵巷,海州区,540759_31,320715,14610688,540759,31,LYG_HZ_ZX_新海浦南赵巷_FL_C_1,31,464,20981,8,909.5,954.5,10M,LYG_HZ_ZX_浦南2_BBU3_FL,119.136261,34.614961,555,240,,农村,宏站,室外
赣榆马庄,赣榆区,540705_11,320715,14610958,540705,11,LYG_GU_ZX_赣榆马庄_FL9_A_1,11,300,20978,8,909.5,954.5,10M,LYG_GU_ZX_龙王庙_BBU4_FL,119.186285,34.975727,63,0,,农村,宏站,室外
赣榆马庄,赣榆区,540705_21,320715,14610958,540705,21,LYG_GU_ZX_赣榆马庄_FL9_B_1,21,301,20978,8,909.5,954.5,10M,LYG_GU_ZX_龙王庙_BBU5_FL,119.186285,34.975727,66,120,,农村,宏站,室外
赣榆马庄,赣榆区,540705_31,320715,14610958,540705,31,LYG_GU_ZX_赣榆马庄_FL9_C_1,31,302,20978,8,909.5,954.5,10M,LYG_GU_ZX_龙王庙_BBU6_FL,119.186285,34.975727,69,240,,农村,宏站,室外
